d,sales,date,wm_yr_wk,weekday,wday,month,year,event_name_1,event_type_1,event_name_2,event_type_2,snap_CA,snap_TX,snap_WI,lag_7,lag_28,rolling_mean_7,rolling_mean_28,day_of_week,week,is_event
d_223,24048,2011-09-08,11132,Thursday,6,9,2011,,,,,1,0,1,26299.0,24708.0,28171.571428571428,26862.821428571428,3,36,0
d_224,28246,2011-09-09,11132,Friday,7,9,2011,,,,,1,1,1,29208.0,28544.0,27850.0,26839.25,4,36,0
d_225,33030,2011-09-10,11133,Saturday,1,9,2011,,,,,1,0,0,34032.0,33003.0,27712.571428571428,26828.60714285714,5,36,0
d_226,34632,2011-09-11,11133,Sunday,2,9,2011,,,,,0,1,1,26925.0,33909.0,27569.428571428572,26829.571428571428,6,36,0
d_227,26138,2011-09-12,11133,Monday,3,9,2011,,,,,0,1,1,30158.0,28511.0,28670.428571428572,26855.39285714286,0,37,0
d_228,24645,2011-09-13,11133,Tuesday,4,9,2011,,,,,0,1,0,26134.0,25266.0,28096.14285714286,26770.64285714286,1,37,0
d_229,23505,2011-09-14,11133,Wednesday,5,9,2011,,,,,0,0,1,24445.0,23681.0,27883.428571428572,26748.464285714286,2,37,0
d_230,26343,2011-09-15,11133,Thursday,6,9,2011,,,,,0,1,1,24048.0,23376.0,27749.14285714286,26742.178571428572,3,37,0
d_231,26933,2011-09-16,11133,Friday,7,9,2011,,,,,0,0,0,28246.0,27004.0,28077.0,26848.14285714286,4,37,0
d_232,32195,2011-09-17,11134,Saturday,1,9,2011,,,,,0,0,0,33030.0,32258.0,27889.428571428572,26845.60714285714,5,37,0
d_233,32034,2011-09-18,11134,Sunday,2,9,2011,,,,,0,0,0,34632.0,33973.0,27770.14285714286,26843.35714285714,6,37,0
d_234,24367,2011-09-19,11134,Monday,3,9,2011,,,,,0,0,0,26138.0,25324.0,27399.0,26774.10714285714,0,38,0
d_235,22675,2011-09-20,11134,Tuesday,4,9,2011,,,,,0,0,0,24645.0,22617.0,27146.0,26739.928571428572,1,38,0
d_236,21796,2011-09-21,11134,Wednesday,5,9,2011,,,,,0,0,0,23505.0,21935.0,26864.571428571428,26742.0,2,38,0
d_237,21859,2011-09-22,11134,Thursday,6,9,2011,,,,,0,0,0,26343.0,21414.0,26620.428571428572,26737.035714285714,3,38,0
d_238,26706,2011-09-23,11134,Friday,7,9,2011,,,,,0,0,0,26933.0,24268.0,25979.85714285714,26752.928571428572,4,38,0
d_239,32466,2011-09-24,11135,Saturday,1,9,2011,,,,,0,0,0,32195.0,30383.0,25947.428571428572,26840.0,5,38,0
d_240,33228,2011-09-25,11135,Sunday,2,9,2011,,,,,0,0,0,32034.0,30626.0,25986.14285714286,26914.39285714286,6,38,0
d_241,24090,2011-09-26,11135,Monday,3,9,2011,,,,,0,0,0,24367.0,22085.0,26156.714285714286,27007.321428571428,0,39,0
d_242,22788,2011-09-27,11135,Tuesday,4,9,2011,,,,,0,0,0,22675.0,20350.0,26117.14285714286,27078.928571428572,1,39,0
d_243,22193,2011-09-28,11135,Wednesday,5,9,2011,,,,,0,0,0,21796.0,21723.0,26133.285714285714,27166.0,2,39,0
d_244,22383,2011-09-29,11135,Thursday,6,9,2011,,,,,0,0,0,21859.0,26299.0,26190.0,27182.785714285714,3,39,0
d_245,30182,2011-09-30,11135,Friday,7,9,2011,,,,,0,0,0,26706.0,29208.0,26264.85714285714,27042.928571428572,4,39,0
d_246,39312,2011-10-01,11136,Saturday,1,10,2011,,,,,1,1,0,32466.0,34032.0,26761.428571428572,27077.714285714286,5,39,0
d_247,37214,2011-10-02,11136,Sunday,2,10,2011,,,,,1,0,1,33228.0,26925.0,27739.428571428572,27266.285714285714,6,39,0
d_248,30455,2011-10-03,11136,Monday,3,10,2011,,,,,1,1,1,24090.0,30158.0,28308.85714285714,27633.75,0,40,0
d_249,26114,2011-10-04,11136,Tuesday,4,10,2011,,,,,1,0,0,22788.0,26134.0,29218.14285714286,27644.35714285714,1,40,0
d_250,25913,2011-10-05,11136,Wednesday,5,10,2011,,,,,1,1,1,22193.0,24445.0,29693.285714285714,27643.64285714286,2,40,0
d_251,26066,2011-10-06,11136,Thursday,6,10,2011,,,,,1,1,1,22383.0,24048.0,30224.714285714286,27696.071428571428,3,40,0
d_252,29985,2011-10-07,11136,Friday,7,10,2011,,,,,1,1,0,30182.0,28246.0,30750.85714285714,27768.14285714286,4,40,0
d_253,35930,2011-10-08,11137,Saturday,1,10,2011,,,,,1,0,1,39312.0,33030.0,30722.714285714286,27830.25,5,40,0
d_254,35940,2011-10-09,11137,Sunday,2,10,2011,,,,,1,1,1,37214.0,34632.0,30239.571428571428,27933.821428571428,6,40,0
d_255,29401,2011-10-10,11137,Monday,3,10,2011,ColumbusDay,National,,,1,0,0,30455.0,26138.0,30057.571428571428,27980.535714285714,0,41,1
d_256,27427,2011-10-11,11137,Tuesday,4,10,2011,,,,,0,1,1,26114.0,24645.0,29907.0,28097.071428571428,1,41,0
d_257,27414,2011-10-12,11137,Wednesday,5,10,2011,,,,,0,1,1,25913.0,23505.0,30094.571428571428,28196.428571428572,2,41,0
d_258,26116,2011-10-13,11137,Thursday,6,10,2011,,,,,0,1,0,26066.0,26343.0,30309.0,28336.035714285714,3,41,0
d_259,29885,2011-10-14,11137,Friday,7,10,2011,,,,,0,0,1,29985.0,26933.0,30316.14285714286,28327.928571428572,4,41,0
d_260,38426,2011-10-15,11138,Saturday,1,10,2011,,,,,0,1,1,35930.0,32195.0,30301.85714285714,28433.35714285714,5,41,0
d_261,36127,2011-10-16,11138,Sunday,2,10,2011,,,,,0,0,0,35940.0,32034.0,30658.428571428572,28655.89285714286,6,41,0
d_262,27592,2011-10-17,11138,Monday,3,10,2011,,,,,0,0,0,29401.0,24367.0,30685.14285714286,28802.071428571428,0,42,0
d_263,24202,2011-10-18,11138,Tuesday,4,10,2011,,,,,0,0,0,27427.0,22675.0,30426.714285714286,28917.25,1,42,0
d_264,22441,2011-10-19,11138,Wednesday,5,10,2011,,,,,0,0,0,27414.0,21796.0,29966.0,28971.785714285714,2,42,0
d_265,22402,2011-10-20,11138,Thursday,6,10,2011,,,,,0,0,0,26116.0,21859.0,29255.571428571428,28994.821428571428,3,42,0
d_266,27130,2011-10-21,11138,Friday,7,10,2011,,,,,0,0,0,29885.0,26706.0,28725.0,29014.214285714286,4,42,0
d_267,33151,2011-10-22,11139,Saturday,1,10,2011,,,,,0,0,0,38426.0,32466.0,28331.428571428572,29029.35714285714,5,42,0
d_268,32876,2011-10-23,11139,Sunday,2,10,2011,,,,,0,0,0,36127.0,33228.0,27577.85714285714,29053.821428571428,6,42,0
d_269,24516,2011-10-24,11139,Monday,3,10,2011,,,,,0,0,0,27592.0,24090.0,27113.428571428572,29041.25,0,43,0
d_270,22437,2011-10-25,11139,Tuesday,4,10,2011,,,,,0,0,0,24202.0,22788.0,26674.0,29056.464285714286,1,43,0
d_271,22142,2011-10-26,11139,Wednesday,5,10,2011,,,,,0,0,0,22441.0,22193.0,26421.85714285714,29043.928571428572,2,43,0
d_272,22982,2011-10-27,11139,Thursday,6,10,2011,,,,,0,0,0,22402.0,22383.0,26379.14285714286,29042.10714285714,3,43,0
d_273,26880,2011-10-28,11139,Friday,7,10,2011,,,,,0,0,0,27130.0,30182.0,26462.0,29063.5,4,43,0
d_274,33219,2011-10-29,11140,Saturday,1,10,2011,,,,,0,0,0,33151.0,39312.0,26426.285714285714,28945.571428571428,5,43,0
d_275,31853,2011-10-30,11140,Sunday,2,10,2011,,,,,0,0,0,32876.0,37214.0,26436.0,28727.964285714286,6,43,0
d_276,22695,2011-10-31,11140,Monday,3,10,2011,Halloween,Cultural,,,0,0,0,24516.0,30455.0,26289.85714285714,28536.5,0,44,1
d_277,26039,2011-11-01,11140,Tuesday,4,11,2011,,,,,1,1,0,22437.0,26114.0,26029.714285714286,28259.35714285714,1,44,0
d_278,24808,2011-11-02,11140,Wednesday,5,11,2011,,,,,1,0,1,22142.0,25913.0,26544.285714285714,28256.678571428572,2,44,0
d_279,27902,2011-11-03,11140,Thursday,6,11,2011,,,,,1,1,1,22982.0,26066.0,26925.14285714286,28217.214285714286,3,44,0
d_280,28596,2011-11-04,11140,Friday,7,11,2011,,,,,1,0,0,26880.0,29985.0,27628.0,28282.785714285714,4,44,0
d_281,36887,2011-11-05,11141,Saturday,1,11,2011,,,,,1,1,1,33219.0,35930.0,27873.14285714286,28233.178571428572,5,44,0
d_282,37887,2011-11-06,11141,Sunday,2,11,2011,,,,,1,1,1,31853.0,35940.0,28397.14285714286,28267.35714285714,6,44,0
d_283,27278,2011-11-07,11141,Monday,3,11,2011,EidAlAdha,Religious,,,1,1,0,22695.0,29401.0,29259.14285714286,28336.89285714286,0,45,1
d_284,25188,2011-11-08,11141,Tuesday,4,11,2011,,,,,1,0,1,26039.0,27427.0,29913.85714285714,28261.071428571428,1,45,0
d_285,26092,2011-11-09,11141,Wednesday,5,11,2011,,,,,1,1,1,24808.0,27414.0,29792.285714285714,28181.10714285714,2,45,0
d_286,26147,2011-11-10,11141,Thursday,6,11,2011,,,,,1,0,0,27902.0,26116.0,29975.714285714286,28133.89285714286,3,45,0
d_287,29755,2011-11-11,11141,Friday,7,11,2011,VeteransDay,National,,,0,1,1,28596.0,29885.0,29725.0,28135.0,4,45,1
d_288,35922,2011-11-12,11142,Saturday,1,11,2011,,,,,0,1,1,36887.0,38426.0,29890.571428571428,28130.35714285714,5,45,0
d_289,35348,2011-11-13,11142,Sunday,2,11,2011,,,,,0,1,0,37887.0,36127.0,29752.714285714286,28040.928571428572,6,45,0
d_290,26773,2011-11-14,11142,Monday,3,11,2011,,,,,0,0,1,27278.0,27592.0,29390.0,28013.10714285714,0,46,0
d_291,26701,2011-11-15,11142,Tuesday,4,11,2011,,,,,0,1,1,25188.0,24202.0,29317.85714285714,27983.85714285714,1,46,0
d_292,23928,2011-11-16,11142,Wednesday,5,11,2011,,,,,0,0,0,26092.0,22441.0,29534.0,28073.10714285714,2,46,0
d_293,23114,2011-11-17,11142,Thursday,6,11,2011,,,,,0,0,0,26147.0,22402.0,29224.85714285714,28126.214285714286,3,46,0
d_294,26507,2011-11-18,11142,Friday,7,11,2011,,,,,0,0,0,29755.0,27130.0,28791.571428571428,28151.64285714286,4,46,0
d_295,33545,2011-11-19,11143,Saturday,1,11,2011,,,,,0,0,0,35922.0,33151.0,28327.571428571428,28129.39285714286,5,46,0
d_296,32753,2011-11-20,11143,Sunday,2,11,2011,,,,,0,0,0,35348.0,32876.0,27988.0,28143.464285714286,6,46,0
d_297,25574,2011-11-21,11143,Monday,3,11,2011,,,,,0,0,0,26773.0,24516.0,27617.285714285714,28139.071428571428,0,47,0
d_298,25654,2011-11-22,11143,Tuesday,4,11,2011,,,,,0,0,0,26701.0,22437.0,27446.0,28176.85714285714,1,47,0
d_299,30787,2011-11-23,11143,Wednesday,5,11,2011,,,,,0,0,0,23928.0,22142.0,27296.428571428572,28291.75,2,47,0
d_300,18427,2011-11-24,11143,Thursday,6,11,2011,Thanksgiving,National,,,0,0,0,23114.0,22982.0,28276.285714285714,28600.5,3,47,1
d_301,23998,2011-11-25,11143,Friday,7,11,2011,,,,,0,0,0,26507.0,26880.0,27606.714285714286,28437.821428571428,4,47,0
d_302,25292,2011-11-26,11144,Saturday,1,11,2011,,,,,0,0,0,33545.0,33219.0,27248.285714285714,28334.89285714286,5,47,0
d_303,27134,2011-11-27,11144,Sunday,2,11,2011,,,,,0,0,0,32753.0,31853.0,26069.285714285714,28051.785714285714,6,47,0
d_304,22378,2011-11-28,11144,Monday,3,11,2011,,,,,0,0,0,25574.0,22695.0,25266.571428571428,27883.25,0,48,0
d_305,21584,2011-11-29,11144,Tuesday,4,11,2011,,,,,0,0,0,25654.0,26039.0,24810.0,27871.928571428572,1,48,0
d_306,21089,2011-11-30,11144,Wednesday,5,11,2011,,,,,0,0,0,30787.0,24808.0,24228.571428571428,27712.821428571428,2,48,0
d_307,26268,2011-12-01,11144,Thursday,6,12,2011,,,,,1,1,0,18427.0,27902.0,22843.14285714286,27580.0,3,48,0
d_308,29727,2011-12-02,11144,Friday,7,12,2011,,,,,1,0,1,23998.0,28596.0,23963.285714285714,27521.64285714286,4,48,0
d_309,38129,2011-12-03,11145,Saturday,1,12,2011,,,,,1,1,1,25292.0,36887.0,24781.714285714286,27562.035714285714,5,48,0
d_310,35078,2011-12-04,11145,Sunday,2,12,2011,,,,,1,0,0,27134.0,37887.0,26615.571428571428,27606.39285714286,6,48,0
d_311,29220,2011-12-05,11145,Monday,3,12,2011,,,,,1,1,1,22378.0,27278.0,27750.428571428572,27506.071428571428,0,49,0
d_312,27267,2011-12-06,11145,Tuesday,4,12,2011,,,,,1,1,1,21584.0,25188.0,28727.85714285714,27575.428571428572,1,49,0
d_313,25453,2011-12-07,11145,Wednesday,5,12,2011,,,,,1,1,0,21089.0,26092.0,29539.714285714286,27649.678571428572,2,49,0
d_314,26347,2011-12-08,11145,Thursday,6,12,2011,,,,,1,0,1,26268.0,26147.0,30163.14285714286,27626.85714285714,3,49,0
d_315,29438,2011-12-09,11145,Friday,7,12,2011,,,,,1,1,1,29727.0,29755.0,30174.428571428572,27634.0,4,49,0
d_316,34786,2011-12-10,11146,Saturday,1,12,2011,,,,,1,0,0,38129.0,35922.0,30133.14285714286,27622.678571428572,5,49,0
d_317,35743,2011-12-11,11146,Sunday,2,12,2011,,,,,0,1,1,35078.0,35348.0,29655.571428571428,27582.10714285714,6,49,0
d_318,29151,2011-12-12,11146,Monday,3,12,2011,,,,,0,1,1,29220.0,26773.0,29750.571428571428,27596.214285714286,0,50,0
d_319,26913,2011-12-13,11146,Tuesday,4,12,2011,,,,,0,1,0,27267.0,26701.0,29740.714285714286,27681.14285714286,1,50,0
d_320,26794,2011-12-14,11146,Wednesday,5,12,2011,,,,,0,0,1,25453.0,23928.0,29690.14285714286,27688.714285714286,2,50,0
d_321,29644,2011-12-15,11146,Thursday,6,12,2011,,,,,0,1,1,26347.0,23114.0,29881.714285714286,27791.071428571428,3,50,0
d_322,28885,2011-12-16,11146,Friday,7,12,2011,,,,,0,0,0,29438.0,26507.0,30352.714285714286,28024.285714285714,4,50,0
d_323,34159,2011-12-17,11147,Saturday,1,12,2011,,,,,0,0,0,34786.0,33545.0,30273.714285714286,28109.214285714286,5,50,0
d_324,32087,2011-12-18,11147,Sunday,2,12,2011,,,,,0,0,0,35743.0,32753.0,30184.14285714286,28131.14285714286,6,50,0
d_325,27068,2011-12-19,11147,Monday,3,12,2011,,,,,0,0,0,29151.0,25574.0,29661.85714285714,28107.35714285714,0,51,0
d_326,26262,2011-12-20,11147,Tuesday,4,12,2011,,,,,0,0,0,26913.0,25654.0,29364.285714285714,28160.714285714286,1,51,0
d_327,26662,2011-12-21,11147,Wednesday,5,12,2011,,,,,0,0,0,26794.0,30787.0,29271.285714285714,28182.428571428572,2,51,0
d_328,28182,2011-12-22,11147,Thursday,6,12,2011,,,,,0,0,0,29644.0,18427.0,29252.428571428572,28035.10714285714,3,51,0
d_329,34646,2011-12-23,11147,Friday,7,12,2011,,,,,0,0,0,28885.0,23998.0,29043.571428571428,28383.5,4,51,0
d_330,29958,2011-12-24,11148,Saturday,1,12,2011,,,,,0,0,0,34159.0,25292.0,29866.571428571428,28763.785714285714,5,51,0
d_331,13,2011-12-25,11148,Sunday,2,12,2011,Christmas,National,,,0,0,0,32087.0,27134.0,29266.428571428572,28930.428571428572,6,51,1
d_332,28032,2011-12-26,11148,Monday,3,12,2011,,,,,0,0,0,27068.0,22378.0,24684.428571428572,27961.821428571428,0,52,0
d_333,24651,2011-12-27,11148,Tuesday,4,12,2011,,,,,0,0,0,26262.0,21584.0,24822.14285714286,28163.75,1,52,0
d_334,24791,2011-12-28,11148,Wednesday,5,12,2011,Chanukah End,Religious,,,0,0,0,26662.0,21089.0,24592.0,28273.285714285714,2,52,1
d_335,24541,2011-12-29,11148,Thursday,6,12,2011,,,,,0,0,0,28182.0,26268.0,24324.714285714286,28405.5,3,52,0
d_336,33652,2011-12-30,11148,Friday,7,12,2011,,,,,0,0,0,34646.0,29727.0,23804.571428571428,28343.821428571428,4,52,0
d_337,33751,2011-12-31,11149,Saturday,1,12,2011,,,,,0,0,0,29958.0,38129.0,23662.571428571428,28484.0,5,52,0
d_338,21807,2012-01-01,11149,Sunday,2,1,2012,NewYear,National,,,1,1,0,13.0,35078.0,24204.428571428572,28327.64285714286,6,52,1
d_339,33053,2012-01-02,11149,Monday,3,1,2012,,,,,1,0,1,28032.0,29220.0,27317.85714285714,27853.678571428572,0,1,0
d_340,28751,2012-01-03,11149,Tuesday,4,1,2012,,,,,1,1,1,24651.0,27267.0,28035.14285714286,27990.571428571428,1,1,0
d_341,25821,2012-01-04,11149,Wednesday,5,1,2012,,,,,1,0,0,24791.0,25453.0,28620.85714285714,28043.571428571428,2,1,0
d_342,28499,2012-01-05,11149,Thursday,6,1,2012,,,,,1,1,1,24541.0,26347.0,28768.0,28056.714285714286,3,1,0
d_343,30405,2012-01-06,11149,Friday,7,1,2012,,,,,1,1,1,33652.0,29438.0,29333.428571428572,28133.571428571428,4,1,0
d_344,37143,2012-01-07,11150,Saturday,1,1,2012,OrthodoxChristmas,Religious,,,1,1,0,33751.0,34786.0,28869.571428571428,28168.10714285714,5,1,1
d_345,36722,2012-01-08,11150,Sunday,2,1,2012,,,,,1,0,1,21807.0,35743.0,29354.14285714286,28252.285714285714,6,1,0
d_346,28206,2012-01-09,11150,Monday,3,1,2012,,,,,1,1,1,33053.0,29151.0,31484.85714285714,28287.25,0,2,0
d_347,26640,2012-01-10,11150,Tuesday,4,1,2012,,,,,1,0,0,28751.0,26913.0,30792.428571428572,28253.5,1,2,0
d_348,29044,2012-01-11,11150,Wednesday,5,1,2012,,,,,0,1,1,25821.0,26794.0,30490.85714285714,28243.75,2,2,0
d_349,24715,2012-01-12,11150,Thursday,6,1,2012,,,,,0,1,1,28499.0,29644.0,30951.285714285714,28324.10714285714,3,2,0
d_350,29463,2012-01-13,11150,Friday,7,1,2012,,,,,0,1,0,30405.0,28885.0,30410.714285714286,28148.071428571428,4,2,0
d_351,36815,2012-01-14,11151,Saturday,1,1,2012,,,,,0,0,1,37143.0,34159.0,30276.14285714286,28168.714285714286,5,2,0
d_352,36459,2012-01-15,11151,Sunday,2,1,2012,,,,,0,1,1,36722.0,32087.0,30229.285714285714,28263.571428571428,6,2,0
d_353,30548,2012-01-16,11151,Monday,3,1,2012,MartinLutherKingDay,National,,,0,0,0,28206.0,27068.0,30191.714285714286,28419.714285714286,0,3,1
d_354,22187,2012-01-17,11151,Tuesday,4,1,2012,,,,,0,0,0,26640.0,26262.0,30526.285714285714,28544.0,1,3,0
d_355,25348,2012-01-18,11151,Wednesday,5,1,2012,,,,,0,0,0,29044.0,26662.0,29890.14285714286,28398.464285714286,2,3,0
d_356,24034,2012-01-19,11151,Thursday,6,1,2012,,,,,0,0,0,24715.0,28182.0,29362.14285714286,28351.535714285714,3,3,0
d_357,27204,2012-01-20,11151,Friday,7,1,2012,,,,,0,0,0,29463.0,34646.0,29264.85714285714,28203.39285714286,4,3,0
d_358,38578,2012-01-21,11152,Saturday,1,1,2012,,,,,0,0,0,36815.0,29958.0,28942.14285714286,27937.60714285714,5,3,0
d_359,32587,2012-01-22,11152,Sunday,2,1,2012,,,,,0,0,0,36459.0,13.0,29194.0,28245.464285714286,6,3,0
d_360,24702,2012-01-23,11152,Monday,3,1,2012,,,,,0,0,0,30548.0,28032.0,28640.85714285714,29408.821428571428,0,4,0
d_361,23549,2012-01-24,11152,Tuesday,4,1,2012,,,,,0,0,0,22187.0,24651.0,27805.714285714286,29289.89285714286,1,4,0
d_362,22408,2012-01-25,11152,Wednesday,5,1,2012,,,,,0,0,0,25348.0,24791.0,28000.285714285714,29250.535714285714,2,4,0
d_363,23237,2012-01-26,11152,Thursday,6,1,2012,,,,,0,0,0,24034.0,24541.0,27580.285714285714,29165.428571428572,3,4,0
d_364,27199,2012-01-27,11152,Friday,7,1,2012,,,,,0,0,0,27204.0,33652.0,27466.428571428572,29118.85714285714,4,4,0
d_365,34362,2012-01-28,11201,Saturday,1,1,2012,,,,,0,0,0,38578.0,33751.0,27465.714285714286,28888.39285714286,5,4,0
d_366,33577,2012-01-29,11201,Sunday,2,1,2012,,,,,0,0,0,32587.0,21807.0,26863.428571428572,28910.214285714286,6,4,0
d_367,25188,2012-01-30,11201,Monday,3,1,2012,,,,,0,0,0,24702.0,33053.0,27004.85714285714,29330.571428571428,0,5,0
d_368,25124,2012-01-31,11201,Tuesday,4,1,2012,,,,,0,0,0,23549.0,28751.0,27074.285714285714,29049.678571428572,1,5,0
d_369,29851,2012-02-01,11201,Wednesday,5,2,2012,,,,,1,1,0,22408.0,25821.0,27299.285714285714,28920.14285714286,2,5,0
d_370,28615,2012-02-02,11201,Thursday,6,2,2012,,,,,1,0,1,23237.0,28499.0,28362.571428571428,29064.071428571428,3,5,0
d_371,35104,2012-02-03,11201,Friday,7,2,2012,,,,,1,1,1,27199.0,30405.0,29130.85714285714,29068.214285714286,4,5,0
d_372,43029,2012-02-04,11202,Saturday,1,2,2012,,,,,1,0,0,34362.0,37143.0,30260.14285714286,29236.035714285714,5,5,0
d_373,40075,2012-02-05,11202,Sunday,2,2,2012,SuperBowl,Sporting,,,1,1,1,33577.0,36722.0,31498.285714285714,29446.25,6,5,1
d_374,30681,2012-02-06,11202,Monday,3,2,2012,,,,,1,1,1,25188.0,28206.0,32426.571428571428,29566.0,0,6,0
d_375,28108,2012-02-07,11202,Tuesday,4,2,2012,,,,,1,1,0,25124.0,26640.0,33211.28571428572,29654.39285714286,1,6,0
d_376,28579,2012-02-08,11202,Wednesday,5,2,2012,,,,,1,0,1,29851.0,29044.0,33637.57142857143,29706.821428571428,2,6,0
d_377,29927,2012-02-09,11202,Thursday,6,2,2012,,,,,1,1,1,28615.0,24715.0,33455.857142857145,29690.214285714286,3,6,0
d_378,29863,2012-02-10,11202,Friday,7,2,2012,,,,,1,0,0,35104.0,29463.0,33643.28571428572,29876.35714285714,4,6,0
d_379,41757,2012-02-11,11203,Saturday,1,2,2012,,,,,0,1,1,43029.0,36815.0,32894.57142857143,29890.64285714286,5,6,0
d_380,41904,2012-02-12,11203,Sunday,2,2,2012,,,,,0,1,1,40075.0,36459.0,32712.85714285714,30067.14285714286,6,6,0
d_381,31675,2012-02-13,11203,Monday,3,2,2012,,,,,0,1,0,30681.0,30548.0,32974.142857142855,30261.60714285714,0,7,0
d_382,25100,2012-02-14,11203,Tuesday,4,2,2012,ValentinesDay,Cultural,,,0,0,1,28108.0,22187.0,33116.142857142855,30301.85714285714,1,7,1
d_383,26878,2012-02-15,11203,Wednesday,5,2,2012,,,,,0,1,1,28579.0,25348.0,32686.428571428572,30405.89285714286,2,7,0
d_384,25195,2012-02-16,11203,Thursday,6,2,2012,,,,,0,0,0,29927.0,24034.0,32443.428571428572,30460.535714285714,3,7,0
d_385,27604,2012-02-17,11203,Friday,7,2,2012,,,,,0,0,0,29863.0,27204.0,31767.428571428572,30502.0,4,7,0
d_386,36622,2012-02-18,11204,Saturday,1,2,2012,,,,,0,0,0,41757.0,38578.0,31444.714285714286,30516.285714285714,5,7,0
d_387,36338,2012-02-19,11204,Sunday,2,2,2012,,,,,0,0,0,41904.0,32587.0,30711.14285714286,30446.428571428572,6,7,0
d_388,30218,2012-02-20,11204,Monday,3,2,2012,PresidentsDay,National,,,0,0,0,31675.0,24702.0,29916.0,30580.39285714286,0,8,1
d_389,25190,2012-02-21,11204,Tuesday,4,2,2012,,,,,0,0,0,25100.0,23549.0,29707.85714285714,30777.39285714286,1,8,0
d_390,24115,2012-02-22,11204,Wednesday,5,2,2012,LentStart,Religious,,,0,0,0,26878.0,22408.0,29720.714285714286,30836.0,2,8,1
d_391,25211,2012-02-23,11204,Thursday,6,2,2012,,,,,0,0,0,25195.0,23237.0,29326.0,30896.964285714286,3,8,0
d_392,27870,2012-02-24,11204,Friday,7,2,2012,,,,,0,0,0,27604.0,27199.0,29328.285714285714,30967.464285714286,4,8,0
d_393,35769,2012-02-25,11205,Saturday,1,2,2012,,,,,0,0,0,36622.0,34362.0,29366.285714285714,30991.428571428572,5,8,0
d_394,36281,2012-02-26,11205,Sunday,2,2,2012,,,,,0,0,0,36338.0,33577.0,29244.428571428572,31041.678571428572,6,8,0
d_395,27270,2012-02-27,11205,Monday,3,2,2012,,,,,0,0,0,30218.0,25188.0,29236.285714285714,31138.25,0,9,0
d_396,24359,2012-02-28,11205,Tuesday,4,2,2012,,,,,0,0,0,25190.0,25124.0,28815.14285714286,31212.60714285714,1,9,0
d_397,24802,2012-02-29,11205,Wednesday,5,2,2012,LentWeek2,Religious,,,0,0,0,24115.0,29851.0,28696.428571428572,31185.285714285714,2,9,1
d_398,30232,2012-03-01,11205,Thursday,6,3,2012,,,,,1,1,0,25211.0,28615.0,28794.571428571428,31004.964285714286,3,9,0
d_399,32543,2012-03-02,11205,Friday,7,3,2012,,,,,1,0,1,27870.0,35104.0,29511.85714285714,31062.714285714286,4,9,0
d_400,41319,2012-03-03,11206,Saturday,1,3,2012,,,,,1,1,1,35769.0,43029.0,30179.428571428572,30971.25,5,9,0
d_401,40325,2012-03-04,11206,Sunday,2,3,2012,,,,,1,0,0,36281.0,40075.0,30972.285714285714,30910.178571428572,6,9,0
d_402,32703,2012-03-05,11206,Monday,3,3,2012,,,,,1,1,1,27270.0,30681.0,31550.0,30919.10714285714,0,10,0
d_403,31532,2012-03-06,11206,Tuesday,4,3,2012,,,,,1,1,1,24359.0,28108.0,32326.14285714286,30991.321428571428,1,10,0
d_404,28608,2012-03-07,11206,Wednesday,5,3,2012,,,,,1,1,0,24802.0,28579.0,33350.857142857145,31113.60714285714,2,10,0
d_405,29759,2012-03-08,11206,Thursday,6,3,2012,Purim End,Religious,,,1,0,1,30232.0,29927.0,33894.57142857143,31114.64285714286,3,10,1
d_406,32322,2012-03-09,11206,Friday,7,3,2012,,,,,1,1,1,32543.0,29863.0,33827.0,31108.64285714286,4,10,0
d_407,39559,2012-03-10,11207,Saturday,1,3,2012,,,,,1,0,0,41319.0,41757.0,33795.42857142857,31196.464285714286,5,10,0
d_408,40612,2012-03-11,11207,Sunday,2,3,2012,,,,,0,1,1,40325.0,41904.0,33544.0,31117.964285714286,6,10,0
d_409,32501,2012-03-12,11207,Monday,3,3,2012,,,,,0,1,1,32703.0,31675.0,33585.0,31071.821428571428,0,11,0
d_410,29100,2012-03-13,11207,Tuesday,4,3,2012,,,,,0,1,0,31532.0,25100.0,33556.142857142855,31101.321428571428,1,11,0
d_411,27841,2012-03-14,11207,Wednesday,5,3,2012,,,,,0,0,1,28608.0,26878.0,33208.71428571428,31244.178571428572,2,11,0
d_412,30752,2012-03-15,11207,Thursday,6,3,2012,,,,,0,1,1,29759.0,25195.0,33099.142857142855,31278.571428571428,3,11,0
d_413,30951,2012-03-16,11207,Friday,7,3,2012,,,,,0,0,0,32322.0,27604.0,33241.0,31477.035714285714,4,11,0
d_414,37904,2012-03-17,11208,Saturday,1,3,2012,StPatricksDay,Cultural,,,0,0,0,39559.0,36622.0,33045.142857142855,31596.571428571428,5,11,1
d_415,37694,2012-03-18,11208,Sunday,2,3,2012,,,,,0,0,0,40612.0,36338.0,32808.71428571428,31642.35714285714,6,11,0
d_416,29187,2012-03-19,11208,Monday,3,3,2012,,,,,0,0,0,32501.0,30218.0,32391.85714285714,31690.785714285714,0,12,0
d_417,25533,2012-03-20,11208,Tuesday,4,3,2012,,,,,0,0,0,29100.0,25190.0,31918.428571428572,31653.964285714286,1,12,0
d_418,26227,2012-03-21,11208,Wednesday,5,3,2012,,,,,0,0,0,27841.0,24115.0,31408.85714285714,31666.214285714286,2,12,0
